Handle,Vendor,Title,Body (HTML),Vendor.1,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status,Marcas usadas,Modelos usados,Cilindrajes usados,Detalles por tag
comando-derecho-c100-wave-crown,100011101,"COMANDO DERECHO C100-WAVE ""CROWN""",,100011101,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,146.0,0.0,shopify,0.0,deny,manual,4950.0,,True,True,100011101,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
comando-derecho-akt-110-crown,100011100,"COMANDO DERECHO AKT-110 ""CROWN""",,100011100,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,145.0,0.0,shopify,0.0,deny,manual,4970.0,,True,True,100011100,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
comando-derecho-starter-eco-deluxe-crown,100011099,"COMANDO DERECHO (STARTER) ECO DELUXE ""CROWN""",,100011099,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,144.0,0.0,shopify,0.0,deny,manual,6100.0,,True,True,100011099,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
comando-derecho-starter-cb-110-crown,100011098,"COMANDO DERECHO (STARTER) CB-110 ""CROWN""",,100011098,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,143.0,0.0,shopify,0.0,deny,manual,7100.0,,True,True,100011098,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
comando-derecho-ax-4-crown,100011096,"COMANDO DERECHO AX-4 ""CROWN""",,100011096,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,142.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,100011096,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
clutch-primario-completo-akt-125-flex-crown,100011092,"CLUTCH PRIMARIO COMPLETO AKT-125 FLEX ""CROWN""",,100011092,,Producto,"andina, casa100, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,141.0,0.0,shopify,0.0,deny,manual,26334.0,,True,True,100011092,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
clutch-primario-completo-crypton-110-crown,100011091,"CLUTCH PRIMARIO COMPLETO CRYPTON-110 ""CROWN""",,100011091,,Producto,"andina, casa100, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,140.0,0.0,shopify,0.0,deny,manual,26729.0,,True,True,100011091,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
clutch-primario-completo-vivax-115-crown,100011090,"CLUTCH PRIMARIO COMPLETO VIVAX-115 ""CROWN""",,100011090,,Producto,"andina, casa100, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,139.0,0.0,shopify,0.0,deny,manual,40400.0,,True,True,100011090,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
clutch-primario-completo-viva-115-crown,100011089,"CLUTCH PRIMARIO COMPLETO VIVA-115 ""CROWN""",,100011089,,Producto,"andina, casa100, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,138.0,0.0,shopify,0.0,deny,manual,40950.0,,True,True,100011089,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
clutch-primario-completo-akt-110-crown,100011088,"CLUTCH PRIMARIO COMPLETO AKT-110 ""CROWN""",,100011088,,Producto,"andina, casa100, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,137.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,100011088,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
clutch-primario-completo-wave-100-crown,100011087,"CLUTCH PRIMARIO COMPLETO WAVE-100 ""CROWN""",,100011087,,Producto,"andina, casa100, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,136.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,100011087,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
clutch-de-una-via-cbf-150-crown,100011085,"CLUTCH DE UNA VIA CBF-150 ""CROWN""",,100011085,,Producto,"andina, casa800, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,135.0,0.0,shopify,0.0,deny,manual,34292.0,,True,True,100011085,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
clutch-de-una-via-akt-200-crown,100011084,"CLUTCH DE UNA VIA AKT-200 ""CROWN""",,100011084,,Producto,"andina, casa800, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,134.0,0.0,shopify,0.0,deny,manual,26950.0,,True,True,100011084,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
clutch-de-una-via-cb-110-crown,100011083,"CLUTCH DE UNA VIA CB-110 ""CROWN""",,100011083,,Producto,"andina, casa100, Clutch, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,133.0,0.0,shopify,0.0,deny,manual,33875.0,,True,True,100011083,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Clutch, Productos, Repuestos",NO,,"Andina, Clutch, Productos, NO, Repuestos"
ciguenal-cd-100-crown,100011050,"CIGÜEÑAL CD-100 ""CROWN""",,100011050,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,132.0,0.0,shopify,0.0,deny,manual,71637.0,,True,True,100011050,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
choke-electrico-agility-125-crown,100011020,"CHOKE ELECTRICO AGILITY-125 ""CROWN""",,100011020,,Producto,"andina, casa800, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,131.0,0.0,shopify,0.0,deny,manual,15950.0,,True,True,100011020,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
centro-y-plato-embrague-tvs-100-sport-crown,100010999,"CENTRO Y PLATO EMBRAGUE TVS-100 SPORT ""CROWN""",,100010999,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,130.0,0.0,shopify,0.0,deny,manual,16124.0,,True,True,100010999,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-rx-115-crown,100010998,"CENTRO Y PLATO EMBRAGUE RX-115 ""CROWN""",,100010998,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,129.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,100010998,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-dt-125k-crown,100010997,"CENTRO Y PLATO EMBRAGUE DT-125K ""CROWN""",,100010997,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,128.0,0.0,shopify,0.0,deny,manual,25160.0,,True,True,100010997,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-ax-4-crown,100010995,"CENTRO Y PLATO EMBRAGUE AX-4 ""CROWN""",,100010995,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,127.0,0.0,shopify,0.0,deny,manual,17196.0,,True,True,100010995,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-pulsar-200ns-crown,100010989,"CENTRO Y PLATO EMBRAGUE PULSAR-200NS ""CROWN""",,100010989,,Producto,"andina, casa800, Centro y Plato, productos no fabricados, repuestos, PULSAR 200 NS, PULSAR 200 NS (CP), PRO, MANIA",True,Title,Default Title,,,,,,,,126.0,0.0,shopify,117.0,deny,manual,30500.0,,True,True,100010989,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/100010989.1_632b8ea1-6be6-465c-a5b3-37e81cfe1f47.jpg?v=1752156540,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Centro, Mania, Pro, Productos, Pulsar, Repuestos","CP, NO, NS, PRO, Y",200,"Andina, Centro, Y, Productos, NO, Repuestos, Pulsar, NS, 200, Pulsar, CP, 200, Pro, PRO, Mania"
centro-y-plato-embrague-pulsar-200ns-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/100010989.jpg?v=1752156540,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centro-y-plato-embrague-pulsar-135s-crown,100010988,"CENTRO Y PLATO EMBRAGUE PULSAR-135S ""CROWN""",,100010988,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,125.0,0.0,shopify,0.0,deny,manual,17669.0,,True,True,100010988,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-akt-125-flex-crown,100010987,"CENTRO Y PLATO EMBRAGUE AKT-125 FLEX ""CROWN""",,100010987,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,124.0,0.0,shopify,0.0,deny,manual,0.0,,True,True,100010987,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-boxer-ct-crown,100010986,"CENTRO Y PLATO EMBRAGUE BOXER CT ""CROWN""",,100010986,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,123.0,0.0,shopify,0.0,deny,manual,10685.0,,True,True,100010986,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-gs-125-crown,100010985,"CENTRO Y PLATO EMBRAGUE GS-125 ""CROWN""",,100010985,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,122.0,0.0,shopify,0.0,deny,manual,18342.0,,True,True,100010985,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-akt-200-crown,100010984,"CENTRO Y PLATO EMBRAGUE AKT-200 ""CROWN""",,100010984,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,121.0,0.0,shopify,0.0,deny,manual,19695.0,,True,True,100010984,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-akt-125-crown,100010983,"CENTRO Y PLATO EMBRAGUE AKT-125 ""CROWN""",,100010983,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,120.0,0.0,shopify,0.0,deny,manual,14063.0,,True,True,100010983,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-akt-125-evo-crown,100010982,"CENTRO Y PLATO EMBRAGUE AKT-125 EVO ""CROWN""",,100010982,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,119.0,0.0,shopify,0.0,deny,manual,17286.0,,True,True,100010982,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-c100-wave-crown,100010981,"CENTRO Y PLATO EMBRAGUE C100-WAVE ""CROWN""",,100010981,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos, C-100 BIZ, WAVE, FLEX",True,Title,Default Title,,,,,,,,118.0,0.0,shopify,40.0,deny,manual,23300.0,,True,True,100010981,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/100010981.1.jpg?v=1752156544,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Biz, Centro, Flex, Productos, Repuestos, Wave","BIZ, FLEX, NO, WAVE, Y",100,"Andina, Centro, Y, Productos, NO, Repuestos, Biz, BIZ, 100, Wave, WAVE, Flex, FLEX"
centro-y-plato-embrague-c100-wave-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/100010981.jpg?v=1752156544,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centro-y-plato-embrague-cd-100-crown,100010980,"CENTRO Y PLATO EMBRAGUE CD-100 ""CROWN""",,100010980,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,117.0,0.0,shopify,0.0,deny,manual,15583.0,,True,True,100010980,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-akt-110-special-crown,100010979,"CENTRO Y PLATO EMBRAGUE AKT-110 SPECIAL ""CROWN""",,100010979,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,116.0,0.0,shopify,0.0,deny,manual,12885.0,,True,True,100010979,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-5-discos-libero-110-crown,100010978,"CENTRO Y PLATO EMBRAGUE 5 DISCOS LIBERO-110 ""CROWN""",,100010978,,Producto,"andina, casa100, Centro y Plato, Disco, productos no fabricados, repuestos, LIBERO-110 (2009 EN ADEL., YBR-125 DX, XTZ-125 MN",True,Title,Default Title,,,,,,,,115.0,0.0,shopify,70.0,deny,manual,29200.0,,True,True,100010978,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/100010978.1.jpg?v=1752156548,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Centro, Disco, Libero, Productos, Repuestos, Xtz, Ybr","ADEL, DX, MN, NO, Y","110, 125","Andina, Centro, Y, Disco, Productos, NO, Repuestos, Libero, ADEL, 110, Ybr, DX, 125, Xtz, MN, 125"
centro-y-plato-embrague-5-discos-libero-110-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/100010978.jpg?v=1752156548,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centro-y-plato-embrague-4-discos-libero-110-crown,100010977,"CENTRO Y PLATO EMBRAGUE 4 DISCOS LIBERO-110 ""CROWN""",,100010977,,Producto,"andina, casa100, Centro y Plato, Disco, productos no fabricados, repuestos, LIBERO-110, YBR-125, XTZ-125",True,Title,Default Title,,,,,,,,114.0,0.0,shopify,0.0,deny,manual,26000.0,,True,True,100010977,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/100010977.1.jpg?v=1752156552,1.0,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,"Andina, Centro, Disco, Libero, Productos, Repuestos, Xtz, Ybr","NO, XTZ, Y, YBR","110, 125","Andina, Centro, Y, Disco, Productos, NO, Repuestos, Libero, 110, Ybr, YBR, 125, Xtz, XTZ, 125"
centro-y-plato-embrague-4-discos-libero-110-crown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/100010977.jpg?v=1752156552,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centro-y-plato-embrague-cb-110-crown,100010976,"CENTRO Y PLATO EMBRAGUE CB-110 ""CROWN""",,100010976,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,113.0,0.0,shopify,0.0,deny,manual,17556.0,,True,True,100010976,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
centro-y-plato-embrague-fz-16-crown,100010975,"CENTRO Y PLATO EMBRAGUE FZ-16 ""CROWN""",,100010975,,Producto,"andina, casa100, Centro y Plato, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,112.0,0.0,shopify,0.0,deny,manual,28361.0,,True,True,100010975,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Centro, Productos, Repuestos","NO, Y",,"Andina, Centro, Y, Productos, NO, Repuestos"
caucho-torque-rx-115-crown,100010960,"CAUCHO TORQUE RX-115 ""CROWN""",,100010960,,Producto,"andina, casa100, Caucho, productos no fabricados, repuestos, Torque,",False,Title,Default Title,,,,,,,,111.0,0.0,shopify,0.0,deny,manual,14600.0,,True,True,100010960,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caucho, Productos, Repuestos, Torque",NO,,"Andina, Caucho, Productos, NO, Repuestos, Torque"
caucho-posapie-delantero-x-2-pcs-boxer-crown,100010953,"CAUCHO POSAPIE DELANTERO X 2 PCS BOXER ""CROWN""",,100010953,,Producto,"andina, casa100, Caucho, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,110.0,0.0,shopify,0.0,deny,manual,2696.0,,True,True,100010953,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caucho, Productos, Repuestos",NO,,"Andina, Caucho, Productos, NO, Repuestos"
caucho-posapie-delantero-x-2-pcs-akt-125-crown,100010951,"CAUCHO POSAPIE DELANTERO X 2 PCS AKT-125 ""CROWN""",,100010951,,Producto,"andina, casa800, Caucho, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,109.0,0.0,shopify,0.0,deny,manual,4200.0,,True,True,100010951,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caucho, Productos, Repuestos",NO,,"Andina, Caucho, Productos, NO, Repuestos"
carburador-boxer-ct100-tec-keihin,100010915,"CARBURADOR BOXER CT100 TEC ""KEIHIN""",,100010915,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,108.0,0.0,shopify,0.0,deny,manual,61200.0,,True,True,100010915,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
carburador-ax-100-keihin,100010914,"CARBURADOR AX-100 ""KEIHIN""",,100010914,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,107.0,0.0,shopify,0.0,deny,manual,54450.0,,True,True,100010914,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
carburador-eco-100-keihin,100010911,"CARBURADOR ECO-100 ""KEIHIN""",,100010911,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,106.0,0.0,shopify,0.0,deny,manual,50400.0,,True,True,100010911,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
carburador-cortina-ancha-akt-rtx-150-keihin,100010910,"CARBURADOR (CORTINA ANCHA) AKT RTX-150 ""KEIHIN""",,100010910,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,105.0,0.0,shopify,0.0,deny,manual,52920.0,,True,True,100010910,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
carburador-xl-185s-keihin,100010909,"CARBURADOR XL-185S ""KEIHIN""",,100010909,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,104.0,0.0,shopify,0.0,deny,manual,52900.0,,True,True,100010909,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
carburador-akt-125-keihin,100010908,"CARBURADOR AKT-125 ""KEIHIN""",,100010908,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,103.0,0.0,shopify,0.0,deny,manual,49500.0,,True,True,100010908,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
carburador-gn125h-mikuni,100010907,"CARBURADOR GN125H ""MIKUNI""",,100010907,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,102.0,0.0,shopify,0.0,deny,manual,98200.0,,True,True,100010907,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
carburador-akt-110-keihin,100010906,"CARBURADOR AKT-110 ""KEIHIN""",,100010906,,Producto,"andina, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,101.0,0.0,shopify,0.0,deny,manual,50600.0,,True,True,100010906,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
capuchon-bujia-cd-100-eco-100-crown,100010873,"CAPUCHON BUJIA CD-100/ECO-100 ""CROWN""",,100010873,,Producto,"andina, Capuchón, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,100.0,0.0,shopify,0.0,deny,manual,1890.0,,True,True,100010873,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
capuchon-bujia-fz-16-crown,100010872,"CAPUCHON BUJIA FZ-16 ""CROWN""",,100010872,,Producto,"andina, Capuchón, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,99.0,0.0,shopify,0.0,deny,manual,2970.0,,True,True,100010872,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
capuchon-bujia-universal-crown,100010871,CAPUCHON BUJIA UNIVERSAL CROWN,,100010871,,Producto,"andina, Capuchón, casa800, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,98.0,0.0,shopify,-2.0,deny,manual,1870.0,,True,True,100010871,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
capuchon-bujia-scooter-125-crown,100010870,"CAPUCHON BUJIA SCOOTER 125 ""CROWN""",,100010870,,Producto,"andina, Capuchón, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,97.0,0.0,shopify,0.0,deny,manual,2240.0,,True,True,100010870,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Productos, Repuestos",NO,,"Andina, Productos, NO, Repuestos"
canastilla-de-piston-ax-100-crown,100010868,"CANASTILLA DE PISTON AX-100 ""CROWN""",,100010868,,Producto,"andina, Canastilla, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,96.0,0.0,shopify,0.0,deny,manual,2110.0,,True,True,100010868,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Canastilla, Productos, Repuestos",NO,,"Andina, Canastilla, Productos, NO, Repuestos"
caja-de-cambios-akt-200-crown,100010863,"CAJA DE CAMBIOS AKT-200 ""CROWN""",,100010863,,Producto,"andina, Caja de Cambios, casa100, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,95.0,0.0,shopify,0.0,deny,manual,90036.0,,True,True,100010863,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caja, Productos, Repuestos","CAJA, NO",,"Andina, Caja, CAJA, Productos, NO, Repuestos"
caja-de-cambios-akt-125-crown,100010860,"CAJA DE CAMBIOS AKT-125 ""CROWN""",,100010860,,Producto,"andina, Caja de Cambios, casa800, productos no fabricados, repuestos,",False,Title,Default Title,,,,,,,,94.0,0.0,shopify,0.0,deny,manual,86600.0,,True,True,100010860,,,,False,,,,,,,,,,,,,,,,,,,,kg,,,True,,,draft,"Andina, Caja, Productos, Repuestos","CAJA, NO",,"Andina, Caja, CAJA, Productos, NO, Repuestos"
