Handle,Codigo,Title,Grupo,Body (HTML),Vendor,Product Category,Type,Tags,Tags Formula,Tags v2,Formula,Tags v3,Formula,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Status
tapa-gasolina-cb-110-crown,800013024,"TAPA GASOLINA ""CROWN"" CB-110",120,,800013024,,Producto,"TAPAS GASOLINA, CB-110","TAPAS GASOLINA, CB-110",TAPAS GASOLINA,TAPAS GASOLINA,CB-110,CB-110,TRUE,Title,Default Title,,,,,,,,800013024,0.0,shopify,40,deny,manual,19990.00,,TRUE,TRUE,800013024,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013024.1.jpg?v=1753257209,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tapa-gasolina-eco-deluxe-crown,800013023,"TAPA GASOLINA ""CROWN"" ECO DELUXE",120,,800013023,,Producto,"TAPAS GASOLINA, ECO DELUXE","TAPAS GASOLINA, ECO DELUXE",TAPAS GASOLINA,TAPAS GASOLINA,ECO DELUXE,ECO DELUXE,TRUE,Title,Default Title,,,,,,,,800013023,0.0,shopify,226,deny,manual,19970.00,,TRUE,TRUE,800013023,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013023.1.jpg?v=1753257212,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tapa-gasolina-gn-125-crown,800013025,"TAPA GASOLINA (CON LLAVE ) ""CROWN"" GN-125 / AX-4",120,,800013025,,Producto,"TAPAS GASOLINA, GN-125, AX-4","TAPAS GASOLINA, GN-125, AX-4",TAPAS GASOLINA,TAPAS GASOLINA,"GN-125, AX-4",GN-125 / AX-4,TRUE,Title,Default Title,,,,,,,,800013025,0.0,shopify,0,deny,manual,13000.00,,TRUE,TRUE,800013025,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013025.1.jpg?v=1753257889,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tapa-pinon-distribucion-cd-100-crown,800013030,"TAPA PIÑON DISTRIBUCION ""CROWN"" ECO DELUXE/ECO100+/NXG",121,,800013030,,Producto,TAPA  PIÑON,", ",,#N/A,,#N/A,TRUE,Title,Default Title,,,,,,,,800013030,0.0,shopify,0,deny,manual,5500.00,,TRUE,TRUE,800013030,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013030.1.jpg?v=1753257885,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tapa-valvula-con-o-ring-c70zc-bolsa-x-2-crown,800013039,"TAPA VALVULA CON O´RING (BOLSA X2) ""CROWN"" C70ZC/ECO DELUXE/NXG/WAVE-100/BIZ-100/AK-110",122,,800013039,,Producto,"TAPA VAVULA, C70ZC, ECO-100, DELUXE, NXG, WAVE-100, BIZ-100, AK-110","TAPA VAVULA, C70ZC, ECO-100, DELUXE, NXG, WAVE-100, BIZ-100, AK-110",TAPA VAVULA,TAPA VAVULA,"C70ZC, ECO-100, DELUXE, NXG, WAVE-100, BIZ-100, AK-110",C70ZC / ECO-100/DELUXE/NXG/WAVE-100/BIZ-100/AK-110,TRUE,Title,Default Title,,,,,,,,800013039,0.0,shopify,1151,deny,manual,2200.00,,TRUE,TRUE,800013039,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013039.jpg?v=1753257883,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tapa-valvula-con-o-ring-xl125s-bolsa-x-2-crown,800013040,"TAPA VALVULA CON O´RING (BOLSA X2) ""CROWN"" XL-125S/XL-200/XL-180/CBZ-160/STORM-125",122,,800013040,,Producto,"TAPA VAVULA, XL-125S, XL-200, XL-180, CBZ-160, STORM-125","TAPA VAVULA, XL-125S, XL-200, XL-180, CBZ-160, STORM-125",TAPA VAVULA,TAPA VAVULA,"XL-125S, XL-200, XL-180, CBZ-160, STORM-125",XL-125S/XL-200/XL-180/CBZ-160/STORM-125,TRUE,Title,Default Title,,,,,,,,800013040,0.0,shopify,11,deny,manual,2150.00,,TRUE,TRUE,800013040,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013040.jpg?v=1753257881,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-cadena-izq-eco-deluxe-crown,800013056,"TENSOR CADENA (IZQUIERDO) ""CROWN"" ECODELUXE/ECO100+/SPLENDOR+",123,,800013056,,Producto,"TENSORES CADENA, ECODELUXE, ECO100+, ECO100, SPLENDOR+, SPLENDOR, CD100 SLEEK","TENSORES CADENA, ECODELUXE, ECO100+, ECO100, SPLENDOR+, SPLENDOR, CD100 SLEEK",TENSORES CADENA,TENSORES CADENA,"ECODELUXE, ECO100+, ECO100, SPLENDOR+, SPLENDOR, CD100 SLEEK",ECODELUXE/ECO100+/ECO100/SPLENDOR+/SPLENDOR/CD100 SLEEK,TRUE,Title,Default Title,,,,,,,,800013056,0.0,shopify,0,deny,manual,1200.00,,TRUE,TRUE,800013056,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013056.jpg?v=1753257875,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-cadena-der-boxer-ct-100-tec-crown,800013057,"TENSOR CADENA DERECHO ""CROWN"" BOXER CT-100TEC/PLATINO 100 SPORT",123,,800013057,,Producto,"TENSORES CADENA, BOXER CT-100TEC, CT S1D, , PLATINO 100 SPORT, K-TEC","TENSORES CADENA, BOXER CT-100TEC, CT S1D, , PLATINO 100 SPORT, K-TEC",TENSORES CADENA,TENSORES CADENA,"BOXER CT-100TEC, CT S1D, , PLATINO 100 SPORT, K-TEC",BOXER CT-100TEC/CT S1D//PLATINO 100 SPORT/K-TEC,TRUE,Title,Default Title,,,,,,,,800013057,0.0,shopify,269,deny,manual,1380.00,,TRUE,TRUE,800013057,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013057.jpg?v=1753257873,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-cadena-derecho-e-izquierdo-pulsar-180-dtsi,600013132,TENSOR CADENA DERECHO E IZQUIERDO PULSAR 180 DTSi,123,,600013132,,Producto,"TENSORES CADENA, PULSAR-180 DTSi","TENSORES CADENA, PULSAR-180 DTSi",TENSORES CADENA,TENSORES CADENA,PULSAR-180 DTSi,PULSAR-180 DTSi,TRUE,Title,Default Title,,,,,,,,600013132,0.0,shopify,425,deny,manual,8200.00,,TRUE,TRUE,600013132,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/600013132.jpg?v=1753256405,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-cadena-izq-boxer-ct-100-tec-crown,800013058,"TENSOR CADENA IZQUIERDO ""CROWN"" BOXER CT-100TEC/PLATINO 100 SPORT",123,,800013058,,Producto,"TENSORES CADENA, BOXER CT-100TEC, CT S1D, , PLATINO 100 SPORT, K-TEC","TENSORES CADENA, BOXER CT-100TEC, CT S1D, , PLATINO 100 SPORT, K-TEC",TENSORES CADENA,TENSORES CADENA,"BOXER CT-100TEC, CT S1D, , PLATINO 100 SPORT, K-TEC",BOXER CT-100TEC/CT S1D//PLATINO 100 SPORT/K-TEC,TRUE,Title,Default Title,,,,,,,,800013058,0.0,shopify,0,deny,manual,1400.00,,TRUE,TRUE,800013058,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013058.jpg?v=1753257871,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-cadena-izquierdo-pulsar-dtsi-crown,600013131,"TENSOR CADENA IZQUIERDO PULSAR DTSi ""CROWN""",123,,600013131,,Producto,"TENSORES CADENA, PULSAR-180 DTSi","TENSORES CADENA, PULSAR-180 DTSi",TENSORES CADENA,TENSORES CADENA,PULSAR-180 DTSi,PULSAR-180 DTSi,TRUE,Title,Default Title,,,,,,,,600013131,0.0,shopify,105,deny,manual,4560.00,,TRUE,TRUE,600013131,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/600013131.jpg?v=1753256727,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-cadena-derecho-izquierdo-akt-110-crown,800013052,"TENSOR CADENA X2 PCS (DER/IZQ) ""CROWN"" AKT-110/WAVE-110/WAVE 100/ACTIVE-110/FLEX-125",123,,800013052,,Producto,"TENSORES CADENA, AKT-110, WAVE-110, WAVE 100, ACTIVE-110, FLEX-125","TENSORES CADENA, AKT-110, WAVE-110, WAVE 100, ACTIVE-110, FLEX-125",TENSORES CADENA,TENSORES CADENA,"AKT-110, WAVE-110, WAVE 100, ACTIVE-110, FLEX-125",AKT-110/WAVE-110/WAVE 100/ACTIVE-110/FLEX-125,TRUE,Title,Default Title,,,,,,,,800013052,0.0,shopify,503,deny,manual,2400.00,,TRUE,TRUE,800013052,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013052.jpg?v=1753257877,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-cadena-derecho-izquierdo-akt-125s-crown,800013051,"TENSOR CADENA X2 PCS (DER/IZQ) ""CROWN"" AKT125S/NKD/SL",123,,800013051,,Producto,"TENSORES CADENA, AKT125S, NKD, SL","TENSORES CADENA, AKT125S, NKD, SL",TENSORES CADENA,TENSORES CADENA,"AKT125S, NKD, SL",AKT125S/NKD/SL,TRUE,Title,Default Title,,,,,,,,800013051,0.0,shopify,222,deny,manual,2420.00,,TRUE,TRUE,800013051,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013051.jpg?v=1753257879,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-boxer-ct-100-tec-crown,800013075,"TENSOR HIDRAULICO ""CROWN"" BOXER CT/WIND-125/KLX-150",124,,800013075,,Producto,"TENSORES HIDRAHULICOS, BOXER CT, WIND-125, KLX-150","TENSORES HIDRAHULICOS, BOXER CT, WIND-125, KLX-150",TENSORES HIDRAHULICOS,TENSORES HIDRAHULICOS,"BOXER CT, WIND-125, KLX-150",BOXER CT / WIND-125 / KLX-150,TRUE,Title,Default Title,,,,,,,,800013075,0.0,shopify,1,deny,manual,6850.00,,TRUE,TRUE,800013075,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013075.1.jpg?v=1753257869,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-cbf-150-cbf-125-crown,800013079,"TENSOR HIDRAULICO ""CROWN"" CBF-150/XR-150L/INVICTA/MRX-150/THRILLER-150",124,,800013079,,Producto,TENSORES HIDRAHULICOS,", ",,#N/A,,#N/A,TRUE,Title,Default Title,,,,,,,,800013079,0.0,shopify,0,deny,manual,8900.00,,TRUE,TRUE,800013079,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013079.1.jpg?v=1753257860,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-cbz-160-crown,800013077,"TENSOR HIDRAULICO ""CROWN"" CBZ-160/STORM/CB125E/XL-200/XR-200/CICLON-125",124,,800013077,,Producto,"TENSORES HIDRAHULICOS, CBZ-160, STORM, CB125E, XL-200, XR-200, CICLON-125","TENSORES HIDRAHULICOS, CBZ-160, STORM, CB125E, XL-200, XR-200, CICLON-125",TENSORES HIDRAHULICOS,TENSORES HIDRAHULICOS,"CBZ-160, STORM, CB125E, XL-200, XR-200, CICLON-125",CBZ-160/STORM/CB125E/XL-200/XR-200/CICLON-125,TRUE,Title,Default Title,,,,,,,,800013077,0.0,shopify,16,deny,manual,7100.00,,TRUE,TRUE,800013077,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013077.1.jpg?v=1753257866,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-crypton-115-crown,800013074,"TENSOR HIDRAULICO ""CROWN"" CRYPTON-115",124,,800013074,,Producto,"TENSORES HIDRAHULICOS, CRYPTON-115","TENSORES HIDRAHULICOS, CRYPTON-115",TENSORES HIDRAHULICOS,TENSORES HIDRAHULICOS,CRYPTON-115,CRYPTON-115,TRUE,Title,Default Title,,,,,,,,800013074,0.0,shopify,0,deny,manual,8700.00,,TRUE,TRUE,800013074,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013074.1.jpg?v=1753256776,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-discover-135-crown-1,800013081,"TENSOR HIDRAULICO ""CROWN"" DISCOVER-135",124,,800013081,,Producto,"TENSORES HIDRAHULICOS, DISCOVER-135","TENSORES HIDRAHULICOS, DISCOVER-135",TENSORES HIDRAHULICOS,TENSORES HIDRAHULICOS,DISCOVER-135,DISCOVER-135,TRUE,Title,Default Title,,,,,,,,800013081,0.0,shopify,52,deny,manual,9195.00,,TRUE,TRUE,800013081,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013081.1.jpg?v=1753257853,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-gn-125-crown,800013085,"TENSOR HIDRAULICO ""CROWN"" GN-125H",124,,800013085,,Producto,"TENSORES HIDRAHULICOS, GN-125H","TENSORES HIDRAHULICOS, GN-125H",TENSORES HIDRAHULICOS,TENSORES HIDRAHULICOS,GN-125H,GN-125H,TRUE,Title,Default Title,,,,,,,,800013085,0.0,shopify,462,deny,manual,9200.00,,TRUE,TRUE,800013085,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013085.1.jpg?v=1753256740,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-libero-110-libero-125-ybr125-crown,800013078,"TENSOR HIDRAULICO ""CROWN"" LIBERO-110",124,,800013078,,Producto,TENSORES HIDRAHULICOS,", ",,#N/A,,#N/A,TRUE,Title,Default Title,,,,,,,,800013078,0.0,shopify,0,deny,manual,9800.00,,TRUE,TRUE,800013078,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013078.1.jpg?v=1753257863,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-pulsar-dts-i-crown,800013080,"TENSOR HIDRAULICO ""CROWN"" PULSAR DTSi/UG/BLACK TEC",124,,800013080,,Producto,"TENSORES HIDRAHULICOS, PULSAR DTSi, UG, BLACK TEC, PULSAR 180 V2009, PULSAR II,  V01, 02, 07","TENSORES HIDRAHULICOS, PULSAR DTSi, UG, BLACK TEC, PULSAR 180 V2009, PULSAR II,  V01, 02, 07",TENSORES HIDRAHULICOS,TENSORES HIDRAHULICOS,"PULSAR DTSi, UG, BLACK TEC, PULSAR 180 V2009, PULSAR II,  V01, 02, 07",PULSAR DTSi/UG/BLACK TEC/PULSAR 180 V2009/PULSAR II/ V01/02/07,TRUE,Title,Default Title,,,,,,,,800013080,0.0,shopify,4,deny,manual,9800.00,,TRUE,TRUE,800013080,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013080.1.jpg?v=1753257856,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-pulsar-200ns-crown,800013084,"TENSOR HIDRAULICO ""CROWN"" PULSAR-200NS",124,,800013084,,Producto,TENSOR HIDRAULICO,", ",,#N/A,,#N/A,TRUE,Title,Default Title,,,,,,,,800013084,0.0,shopify,0,deny,manual,9820.00,,TRUE,TRUE,800013084,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013084.1.jpg?v=1753256856,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-t-110-crypton-crown,800013076,"TENSOR HIDRAULICO ""CROWN"" T-110 CRYPTON",124,,800013076,,Producto,TENSORES HIDRAHULICOS,", ",,#N/A,,#N/A,TRUE,Title,Default Title,,,,,,,,800013076,0.0,shopify,0,deny,manual,7800.00,,TRUE,TRUE,800013076,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013076.1.jpg?v=1753257052,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-crypton-115-fi-crown,800013073,TENSOR HIDRAULICO CRYPTON 115 FI/NMAX,124,,800013073,,Producto,"TENSORES HIDRAHULICOS, CRYPTON 115 FI, NMAX","TENSORES HIDRAHULICOS, CRYPTON 115 FI, NMAX",TENSORES HIDRAHULICOS,TENSORES HIDRAHULICOS,"CRYPTON 115 FI, NMAX",CRYPTON 115 FI / NMAX,TRUE,Title,Default Title,,,,,,,,800013073,0.0,shopify,0,deny,manual,10750.00,,TRUE,TRUE,800013073,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013073.1.jpg?v=1753256328,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-negro-pulsar-135-ls-crown,800013082,TENSOR HIDRAULICO PULSAR-135LS,124,,800013082,,Producto,"TENSORES HIDRAHULICOS, PULSAR-135LS","TENSORES HIDRAHULICOS, PULSAR-135LS",TENSORES HIDRAHULICOS,TENSORES HIDRAHULICOS,PULSAR-135LS,PULSAR-135LS,TRUE,Title,Default Title,,,,,,,,800013082,0.0,shopify,489,deny,manual,9770.00,,TRUE,TRUE,800013082,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013082.jpg?v=1753257850,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
tensor-hidraulico-rtr-180-apache-crown,800013092,TENSOR HIDRAULICO RTR-180/160 2V APACHE,124,,800013092,,Producto,"TENSORES HIDRAHULICOS, RTR-180, 160 2V APACHE","TENSORES HIDRAHULICOS, RTR-180, 160 2V APACHE",TENSORES HIDRAHULICOS,TENSORES HIDRAHULICOS,"RTR-180, 160 2V APACHE",RTR-180 / 160 2V APACHE,TRUE,Title,Default Title,,,,,,,,800013092,0.0,shopify,16,deny,manual,8970.00,,TRUE,TRUE,800013092,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013092.jpg?v=1753256329,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
torque-de-induccion-ax-100-crown,800013200,"TORQUE DE INDUCCION ""CROWN"" AX-100",125,,800013200,,Producto,"TORQUES INDUCCION, AX-100","TORQUES INDUCCION, AX-100",TORQUES INDUCCION,TORQUES INDUCCION,AX-100,AX-100,TRUE,Title,Default Title,,,,,,,,800013200,0.0,shopify,108,deny,manual,6950.00,,TRUE,TRUE,800013200,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013200.1.jpg?v=1753257848,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
triangulo-clutch-c-100-wave-crown,800013220,"TRIANGULO CLUTCH ""CROWN"" C-100 WAVE",126,,800013220,,Producto,TRIANGULO CLUTCH,", ",,#N/A,,#N/A,TRUE,Title,Default Title,,,,,,,,800013220,0.0,shopify,0,deny,manual,6850.00,,TRUE,TRUE,800013220,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013220.3.jpg?v=1753257049,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
valvula-admision-escape-calidad-original-agility-125-crown,800013569,"VALVULA ADM/ESC ""CROWN"" (CALIDAD PLUS) AGILITY-125",127,,800013569,,Producto,"VALVULAS PLUS, AGILITY-125","VALVULAS PLUS, AGILITY-125",VALVULAS PLUS,VALVULAS PLUS,AGILITY-125,AGILITY-125,TRUE,Title,Default Title,,,,,,,,800013569,0.0,shopify,93,deny,manual,18100.00,,TRUE,TRUE,800013569,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013569.jpg?v=1753256126,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
valvula-admision-escape-calidad-original-akt-125-crown,800013560,"VALVULA ADM/ESC ""CROWN"" (CALIDAD PLUS) AKT-125/SL/NKD/SLR/NKDR/EVO/TT",127,,800013560,,Producto,"VALVULAS PLUS, AKT-125, SL, NKD, SLR  , NKDR, EVO, TT","VALVULAS PLUS, AKT-125, SL, NKD, SLR  , NKDR, EVO, TT",VALVULAS PLUS,VALVULAS PLUS,"AKT-125, SL, NKD, SLR  , NKDR, EVO, TT",AKT-125 / SL / NKD / SLR  /NKDR / EVO / TT,TRUE,Title,Default Title,,,,,,,,800013560,0.0,shopify,2318,deny,manual,11000.00,,TRUE,TRUE,800013560,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013560.jpg?v=1753256265,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
valvula-admision-escape-calidad-original-akt-125w-flex-crown,800013561,"VALVULA ADM/ESC ""CROWN"" (CALIDAD PLUS) AKT-125W FLEX",127,,800013561,,Producto,"VALVULAS PLUS, AKT-125W FLEX","VALVULAS PLUS, AKT-125W FLEX",VALVULAS PLUS,VALVULAS PLUS,AKT-125W FLEX,AKT-125W FLEX,TRUE,Title,Default Title,,,,,,,,800013561,0.0,shopify,222,deny,manual,19400.00,,TRUE,TRUE,800013561,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013561.jpg?v=1753256130,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
valvula-admision-escape-calidad-original-akt-200-crown,800013564,"VALVULA ADM/ESC ""CROWN"" (CALIDAD PLUS) AKT-200XM",127,,800013564,,Producto,"VALVULAS PLUS, AKT-200","VALVULAS PLUS, AKT-200",VALVULAS PLUS,VALVULAS PLUS,AKT-200,AKT-200,TRUE,Title,Default Title,,,,,,,,800013564,0.0,shopify,95,deny,manual,11200.00,,TRUE,TRUE,800013564,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013564.jpg?v=1753256264,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
valvula-admision-escape-calidad-original-ax-4-crown,800013572,"VALVULA ADM/ESC ""CROWN"" (CALIDAD PLUS) AX-4",127,,800013572,,Producto,"VALVULAS PLUS, AX-4","VALVULAS PLUS, AX-4",VALVULAS PLUS,VALVULAS PLUS,AX-4,AX-4,TRUE,Title,Default Title,,,,,,,,800013572,0.0,shopify,225,deny,manual,16900.00,,TRUE,TRUE,800013572,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013572.jpg?v=1753256124,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
valvula-admision-escape-calidad-original-boxer-crown,800013520,"VALVULA ADM/ESC ""CROWN"" (CALIDAD PLUS) BOXER CT 100/PLATINO-100/BM-100",127,,800013520,,Producto,"VALVULAS PLUS, BOXER BM100 CLASSIC , BOXER CT 100 , BOXER CT S1D , BOXER K-TEC , BOXER UG , CALIBER-115 , PLATINO 100 , PLATINO 100 SPORT ","VALVULAS PLUS, BOXER BM100 CLASSIC , BOXER CT 100 , BOXER CT S1D , BOXER K-TEC , BOXER UG , CALIBER-115 , PLATINO 100 , PLATINO 100 SPORT ",VALVULAS PLUS,VALVULAS PLUS,"BOXER BM100 CLASSIC , BOXER CT 100 , BOXER CT S1D , BOXER K-TEC , BOXER UG , CALIBER-115 , PLATINO 100 , PLATINO 100 SPORT ",BOXER BM100 CLASSIC /BOXER CT 100 /BOXER CT S1D /BOXER K-TEC /BOXER UG /CALIBER-115 /PLATINO 100 /PLATINO 100 SPORT ,TRUE,Title,Default Title,,,,,,,,800013520,0.0,shopify,424,deny,manual,10550.00,,TRUE,TRUE,800013520,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013520.1.jpg?v=1753256270,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
valvula-admision-escape-calidad-original-bws-125-crown,800013536,"VALVULA ADM/ESC ""CROWN"" (CALIDAD PLUS) BWS-125",127,,800013536,,Producto,"VALVULAS PLUS, BWS-125","VALVULAS PLUS, BWS-125",VALVULAS PLUS,VALVULAS PLUS,BWS-125,BWS-125,TRUE,Title,Default Title,,,,,,,,800013536,0.0,shopify,1,deny,manual,15500.00,,TRUE,TRUE,800013536,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013536.jpg?v=1753256120,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
valvula-admision-escape-calidad-original-cb-110-crown,800013503,"VALVULA ADM/ESC ""CROWN"" (CALIDAD PLUS) CB-110 / DREAM NEO110 / WAVE110 / CB125F",127,,800013503,,Producto,"VALVULAS PLUS, CB-110, DREAM NEO110, WAVE110, CB125F","VALVULAS PLUS, CB-110, DREAM NEO110, WAVE110, CB125F",VALVULAS PLUS,VALVULAS PLUS,"CB-110, DREAM NEO110, WAVE110, CB125F",CB-110 / DREAM NEO110 / WAVE110 / CB125F,TRUE,Title,Default Title,,,,,,,,800013503,0.0,shopify,21,deny,manual,12750.00,,TRUE,TRUE,800013503,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013503.jpg?v=1753256287,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
valvula-admision-escape-calidad-original-cb-190r-crown,800013509,"VALVULA ADM/ESC ""CROWN"" (CALIDAD PLUS) CB-190R",127,,800013509,,Producto,"VALVULAS PLUS, CB-190R","VALVULAS PLUS, CB-190R",VALVULAS PLUS,VALVULAS PLUS,CB-190R,CB-190R,TRUE,Title,Default Title,,,,,,,,800013509,0.0,shopify,336,deny,manual,18650.00,,TRUE,TRUE,800013509,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013509.jpg?v=1753256267,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
valvula-admision-escape-calidad-original-cbf-125-crown,800013504,"VALVULA ADM/ESC ""CROWN"" (CALIDAD PLUS) CBF-125",127,,800013504,,Producto,"VALVULAS PLUS, CBF-125","VALVULAS PLUS, CBF-125",VALVULAS PLUS,VALVULAS PLUS,CBF-125,CBF-125,TRUE,Title,Default Title,,,,,,,,800013504,0.0,shopify,242,deny,manual,12900.00,,TRUE,TRUE,800013504,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013504.jpg?v=1753256284,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
valvula-admision-escape-calidad-original-cbf-150-crown,800013505,"VALVULA ADM/ESC ""CROWN"" (CALIDAD PLUS) CBF-150/XR-150/INVICTA/MRX-150/THRILLER-150/RTX-150",127,,800013505,,Producto,VALVULAS,", ",,#N/A,,#N/A,TRUE,Title,Default Title,,,,,,,,800013505,0.0,shopify,0,deny,manual,15900.00,,TRUE,TRUE,800013505,https://cdn.shopify.com/s/files/1/0942/7527/3016/files/800013505.jpg?v=1753256132,1,,FALSE,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,active
